date,ETH,BNB,ADA,SUI,TRX,SOL,AVAX,NEAR,TIA,DOT,ATOM
2022-01-01,4.692867036751526,15.484888836852756,5.653177209507463,,7.065378518356565,5.964148927118617,9.325806866039082,10.591054101241031,,13.95490660772684,13.11777254748257
2022-01-02,4.692867036751526,15.098193486955216,5.653177209507463,,6.957757390153957,5.988796462074904,9.312783381134606,10.56663355292216,,13.946554023971231,13.140718715483466
2022-01-03,4.692867036751526,14.862112881251033,5.653177209507463,,7.043279311509662,6.004496180006755,9.31499323517428,10.599237734997455,,13.94201465075788,13.173272651663082
2022-01-04,4.692867036751526,14.642974166019238,5.653177209507463,,7.047626856698461,6.005256886392282,9.320480025111046,10.559059957477537,,13.964536096774918,13.213727291824457
2022-01-05,4.692867036751526,10.587970929323784,5.653177209507463,,7.048144289624253,6.000362957879244,9.310359694377896,10.737371974296943,,13.95894258044407,13.280619858473496
2022-01-06,5.6883236809109405,14.330709584348286,5.653177209507463,,7.048832124954756,5.984417781759736,9.309689907140395,10.644831226208954,,13.978223774875904,13.305280424427316
2022-01-07,4.692867036751526,14.050593026029276,5.653177209507463,,7.046221305985867,5.947518601725789,9.310279049040435,10.717754535921584,,13.93901110510036,13.423396777041106
2022-01-08,5.6883236809109405,13.75721723291002,5.653177209507463,,7.051805756564754,5.914783096202379,9.30922043938494,11.084234269896903,,13.967590076574174,13.515085987758482
2022-01-09,5.6883236809109405,13.444366352549928,5.653177209507463,,7.048857774897957,5.907962658313533,9.310428636234104,11.483142456575626,,13.96447394364353,13.497224402568047
2022-01-10,5.6883236809109405,13.098730900945116,5.653177209507463,,7.042867814619972,5.909254701001114,9.297864338201506,11.63796446354783,,13.959597735248009,13.60799102879591
2022-01-11,5.6883236809109405,12.820521422626284,5.653177209507463,,7.040137213687396,5.902508292194172,9.301398393938836,11.862648404897474,,13.952427100453717,13.62332714839235
2022-01-12,4.692867036751526,12.577266441376883,5.653177209507463,,7.029512392804772,5.937910422718045,9.294811155067755,11.865874219601231,,13.954232892503136,13.637957594606243
2022-01-13,4.692867036751526,12.264705469369432,5.653177209507463,,7.02454141638908,5.961721434913267,9.297632568982603,11.903462002216347,,13.937320967794353,13.658599431443715
2022-01-14,4.692867036751526,11.99008455648023,5.653177209507463,,7.022036313462546,5.953098038512322,9.298283193405464,12.001541533348693,,13.935772638759245,14.001850877849348
2022-01-15,5.6883236809109405,11.223494916774513,5.653177209507463,,7.020812943058391,5.924542801095464,9.294433507197828,12.06670430820055,,13.932103531751636,14.066505495331134
2022-01-16,5.6883236809109405,10.869895338795956,5.254489878407368,,7.0220038142888725,5.912615455793987,9.293409339177094,12.06670430820055,,13.931235565249622,13.542745036846036
2022-01-17,5.6883236809109405,10.557577724463252,5.233009964437626,,7.024018884005416,5.908124026198018,9.293695366630685,12.06670430820055,,13.936834982406571,13.142083632653067
2022-01-18,5.534805758776636,10.204371440160456,5.214540639880662,,7.014318167992832,5.882516236007106,9.290010183504512,12.06670430820055,,13.925449356044794,13.157346031769682
2022-01-19,4.568225779918159,9.895234012855004,5.1782463391538265,,7.01464598248133,5.8587771637169785,9.289361245808848,11.957047560740168,,13.942011861895642,13.17844602323123
